read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
100370,batch04,17.666666666666668,24.0,1,3,2,1876,,0
100481,batch04,56.2,60.0,2,10,3,4204,C1rb;Ufsp2;Atn1;Cdh5,4
100526,batch03,36.6,38.0,3,5,4,2073,Abce1,1
100559,batch03,32.0,33.5,2,4,3,3030,Gm38590;Il15,2
100596,batch04,60.0,60.0,1,2,2,1546,A830019L24Rik;Phc3,2
100605,batch01,60.0,60.0,2,6,3,4042,Pag1;Zfp704;Fam186a,3
100859,batch04,45.25,60.0,2,4,3,2570,P4ha2;Fstl4,2
100963,batch04,32.333333333333336,19.0,1,3,2,1678,Gm45253,1
100993,batch03,53.083333333333336,60.0,1,12,6,3797,Csmd1;Gm45307;Gm30978;Rnf170,4
100995,batch03,56.0,60.0,1,3,2,2499,Ccdc7b;Nrg1,2
100996,batch04,54.0,54.0,1,2,2,1979,Gm45538;Gm4890,2
101006,batch03,60.0,60.0,1,2,2,1901,Csmd1;Zmat4,2
101424,batch04,38.666666666666664,55.0,1,3,2,1586,Gm45861,1
101527,batch04,54.666666666666664,60.0,1,3,2,1883,Vmn2r9;Gak,2
101622,batch04,45.75,60.0,2,4,2,1767,,0
101659,batch03,50.90909090909091,60.0,1,11,3,3824,1700060C16Rik;Sox5,2
101667,batch02,33.0,36.5,2,6,3,2389,Polr1a;Dnai7,2
101668,batch03,60.0,60.0,1,2,2,2364,Klrg2;Mgam2-ps,2
101844,batch03,40.666666666666664,60.0,1,3,2,2039,Marchf1,1
101860,batch04,37.2,60.0,1,5,2,1811,Sox2ot,1
101907,batch01,45.125,60.0,2,8,6,3830,Wwox;Spata4;Luc7l2;Cntnap4,4
102484,batch04,21.5,21.5,1,2,2,1351,,0
102944,batch04,59.5,60.0,2,4,3,2092,Gm6329;Asic2,2
103387,batch01,51.46153846153846,60.0,1,13,3,5104,Slc25a26;Srgap3;Adamts9,3
103419,batch04,40.9,49.0,1,10,4,3472,Hsdl1;Dnaaf1,2
103427,batch04,52.333333333333336,60.0,1,6,3,2288,1700026F02Rik;Arglu1;Gm8168,3
103827,batch01,60.0,60.0,2,4,2,2007,Frmd4b,1
103836,batch01,53.666666666666664,60.0,3,9,4,3067,Cpa2;Mab21l3;Lncpint,3
103995,batch01,60.0,60.0,1,3,2,1696,Tenm3;Nrg1,2
104006,batch03,44.48148148148148,60.0,2,27,3,6760,Nalf1;Gm44626,2
104020,batch04,43.8,60.0,1,5,2,2843,Tenm3,1
104259,batch01,36.285714285714285,50.0,2,7,4,2272,,0
104489,batch04,60.0,60.0,1,2,2,1409,Asic2;Gm12239,2
104569,batch03,31.0,31.0,2,2,2,1273,Gm31243,1
105138,batch04,44.285714285714285,60.0,1,7,5,2928,Sorbs2;Ido2;Psd3,3
105208,batch04,60.0,60.0,1,2,2,1295,Gm38412;Lamtor5,2
105216,batch04,4.333333333333333,1.0,1,3,2,1986,Gm17484;n-R5s146,2
105313,batch04,60.0,60.0,1,11,5,4075,Lrp6;Setd5;Dysf;Tet3;M1ap;Zfp638,6
105378,batch04,31.25,32.0,2,4,4,2440,,0
105630,batch04,60.0,60.0,2,2,2,1572,Gas7;Gm20460,2
105663,batch01,60.0,60.0,1,2,2,2497,Bcat1,1
105669,batch04,54.875,60.0,2,8,4,2986,Pparg;Vgll4,2
105748,batch01,48.2,60.0,2,5,3,2146,Tpd52;Lrriq3,2
105982,batch04,38.2,60.0,2,5,3,2802,Cdh13,1
106084,batch03,52.0,60.0,2,3,2,1977,Med15;Insr,2
106086,batch04,49.714285714285715,60.0,2,7,3,3467,Slc12a3;Nup93;Bbs2,3
106126,batch04,20.6,13.0,2,5,3,1664,Inpp4b,1
106136,batch04,50.5,60.0,1,6,4,3462,Adam29;Wdr17,2
106143,batch01,60.0,60.0,1,2,2,1674,Adam32;Zmat4,2
106167,batch02,40.333333333333336,60.0,2,3,3,1644,D030068K23Rik;Ces2e,2
106250,batch01,9.666666666666666,9.0,2,3,2,2156,Vps26c;Gm31323,2
106264,batch01,35.6,57.5,4,10,4,3038,4930584F24Rik;Gm17067,2
106496,batch04,47.857142857142854,60.0,1,7,3,3188,Marchf1;Gm11033,2
106506,batch04,43.666666666666664,60.0,2,9,3,4570,Gm5592;Zfp936;Vmn2r63,3
106724,batch02,51.333333333333336,60.0,1,9,3,3375,Exoc4,1
106776,batch01,49.0,56.5,1,8,2,3001,,0
106819,batch04,40.0,60.0,2,3,2,2186,Cpa2;Ube2h,2
106820,batch01,60.0,60.0,2,4,4,2292,Gm43941;Aak1;Gfpt1,3
106833,batch01,60.0,60.0,1,6,4,2809,Pthlh;Bcl2l13;Gm6288;Vamp1;Plekhg6,5
106988,batch01,45.916666666666664,60.0,2,12,5,3829,,0
106996,batch01,35.77777777777778,60.0,1,9,6,4396,Gm21092;Ubxn8;Gm45524;Gm6483,4
107088,batch01,36.2,50.0,1,5,4,1853,Mcm5,1
107099,batch04,46.833333333333336,60.0,3,6,4,2510,Cdk8;Chchd6,2
107109,batch04,60.0,60.0,1,5,3,3795,Hook3,1
107110,batch04,60.0,60.0,2,5,4,2605,Zfp1006;Ccdc7a,2
107175,batch04,55.5,60.0,1,8,4,3265,Slc35f3;Il15;Disc1;Kcnk1,4
107306,batch03,60.0,60.0,2,8,6,4507,Arhgap10;Nr3c2;4933431K23Rik;Gm35107,4
107408,batch01,60.0,60.0,1,2,2,1470,A230001M10Rik,1
107569,batch04,56.0,60.0,2,6,3,4160,Cacng1;Gm17359;Apoh,3
107623,batch04,33.5,33.5,1,2,2,1503,n-R5s146,1
107646,batch01,60.0,60.0,2,3,2,1985,Mmrn1;Slc28a3,2
107669,batch01,43.0,43.0,1,2,2,1293,,0
107765,batch04,60.0,60.0,1,2,2,2019,Ddx60,1
107917,batch04,60.0,60.0,1,2,2,1561,,0
108090,batch01,60.0,60.0,1,4,4,2750,Wwox;Nrp1,2
108113,batch04,52.0,60.0,1,13,2,5550,A730045E13Rik;Sfrp1,2
108141,batch04,60.0,60.0,1,2,2,2431,,0
108284,batch03,42.0,60.0,2,10,3,4195,,0
108306,batch04,53.375,60.0,1,8,3,4754,Rbpms;Nrg1,2
108336,batch04,31.5,31.5,1,2,2,1547,Zfp248;Raf1,2
108367,batch04,60.0,60.0,1,9,2,4312,Foxp1;A2ml1,2
108399,batch04,0.5,0.5,1,2,2,1618,,0
108406,batch01,60.0,60.0,1,3,2,1939,Qrfprl;Grid2,2
108409,batch01,42.2,60.0,1,5,2,2020,Gm20696,1
108487,batch03,43.5,43.5,2,2,2,1564,Ptpn22,1
108702,batch01,60.0,60.0,2,8,3,3256,Mtnr1a;Zfp2,2
108933,batch04,31.714285714285715,40.0,1,7,5,2807,Dlc1,1
108943,batch04,50.666666666666664,60.0,1,3,3,1856,Gm9564;Gm45904,2
109005,batch04,5.826086956521739,1.0,3,23,4,5952,Chl1,1
109045,batch03,42.142857142857146,60.0,1,7,3,2533,Gm26542;Zfp207;Maml1,3
109256,batch04,60.0,60.0,1,2,2,1915,Ppfibp1;Csgalnact2,2
109488,batch04,52.0,60.0,1,5,3,1971,,0
109588,batch03,33.2,36.0,2,5,2,2660,Ahcyl2;Tspan33,2
109731,batch04,34.666666666666664,44.0,2,3,3,1530,Tsen2;Ptpro,2
109951,batch02,60.0,60.0,2,4,2,2057,Clcn3,1
110037,batch04,45.25,60.0,1,4,3,2036,Tenm3;Stox2,2
110044,batch01,50.166666666666664,60.0,3,6,4,3060,Gm20696;Wwox;Ankrd11;Foxp1,4
110133,batch01,37.8,60.0,2,5,2,1963,Kcnip1;4930469K13Rik,2
110312,batch04,48.8,60.0,1,5,3,2865,Gse1,1
110314,batch01,50.55555555555556,60.0,1,9,4,3242,Slc10a7,1
110325,batch01,60.0,60.0,1,4,3,2601,Zmat4;Sfrp1,2
110362,batch04,35.0,35.0,1,2,2,1863,Gm44626,1
110473,batch03,53.111111111111114,60.0,1,9,5,3398,D030068K23Rik,1
110530,batch03,52.857142857142854,60.0,1,7,2,2979,Ccdc126;Gsdme,2
110600,batch04,52.0,60.0,1,4,2,1789,Foxp1,1
110703,batch04,10.0,1.0,2,3,3,1383,Etl4,1
110711,batch04,46.4,60.0,2,5,2,2419,S100a2;Bcl2l14;Lrp6,3
110795,batch04,52.083333333333336,60.0,1,12,3,5027,Chtop;Gm27008;Lrif1,3
110820,batch03,60.0,60.0,2,3,3,1890,Gm44061;4930469K13Rik;Strap,3
110858,batch01,54.5,54.5,1,2,2,1197,Cacna1c,1
110883,batch04,42.42857142857143,47.0,1,7,2,2753,Tpd52,1
111014,batch04,30.0,30.0,1,2,2,1198,,0
111041,batch04,60.0,60.0,1,6,4,2461,Phkb,1
111053,batch03,32.25,34.5,1,4,3,1805,Cntnap4,1
111080,batch04,60.0,60.0,1,3,3,1950,Lrig2,1
111104,batch04,60.0,60.0,1,8,3,3204,Csmd1;Vps36,2
111406,batch01,58.0,60.0,1,3,2,2058,Vmn2r-ps34,1
111561,batch01,45.25,60.0,2,4,3,2544,Csmd1,1
111566,batch04,42.333333333333336,50.0,1,3,2,2485,,0
111603,batch04,47.333333333333336,60.0,1,3,2,1746,Mkln1;Aoc1l2;Gm13849,3
111639,batch01,60.0,60.0,1,2,2,1567,Gm5544,1
111670,batch04,29.4,20.0,2,5,3,2105,Ptpro,1
111690,batch02,55.166666666666664,60.0,1,12,3,3334,Zfp746;Tmem43,2
111695,batch04,50.333333333333336,60.0,1,6,4,2464,Srgap3;Prickle2;Cacna1c,3
111700,batch03,50.0,60.0,2,6,4,3304,Gm6113;Ubn2;Atp6v0a4;Wdr91,4
111726,batch03,51.0,60.0,2,4,3,1464,Tom1;Mcm5,2
111839,batch04,55.5,60.0,2,4,3,2389,Chd9;Ano2,2
111987,batch01,60.0,60.0,2,2,2,2055,Tacr1,1
112038,batch01,60.0,60.0,2,5,3,2148,Ankrd11;Gm45894,2
112080,batch04,45.5,45.5,1,2,2,1487,Tmcc1;Tspan9,2
112102,batch04,60.0,60.0,2,4,2,2216,Etv6;Mcm5,2
112184,batch04,36.5,36.5,2,2,2,1782,,0
112189,batch03,46.25,60.0,2,4,2,1606,Gse1,1
112286,batch03,34.666666666666664,41.0,1,3,2,1277,Cpa1;Rbm28,2
112348,batch01,60.0,60.0,1,4,2,2083,Ptpn22,1
112399,batch04,30.25,30.5,2,4,3,2414,Copg2,1
112442,batch01,45.25,60.0,2,4,3,2246,Alms1;Il1rapl1;Slc6a6;4930517G19Rik,4
112509,batch04,60.0,60.0,1,3,2,1620,Agpat5;Vdac3,2
112561,batch01,42.0,60.0,2,3,2,2001,,0
112588,batch01,22.25,20.0,1,4,2,1639,Ubxn8,1
112599,batch04,53.0,60.0,2,6,3,2803,Sox2ot,1
112687,batch01,60.0,60.0,1,2,2,1833,Pwwp2a;Rnf145,2
112697,batch04,10.0,10.0,1,2,2,1241,Vmn2r-ps46;Gm7648,2
112743,batch04,52.5,52.5,1,2,2,1478,Pigk,1
112757,batch03,60.0,60.0,1,2,2,1221,Csmd1,1
112782,batch01,40.333333333333336,60.0,2,3,3,1589,,0
112865,batch04,60.0,60.0,1,4,2,1741,Gm10445;Magi1,2
112927,batch03,52.5,60.0,1,12,2,4685,Gm26640;Kcmf1,2
112942,batch04,59.1,60.0,1,10,5,3310,Smad1;Rbl2,2
112951,batch03,51.57142857142857,60.0,1,7,2,2606,D030068K23Rik;Cntnap4,2
112999,batch03,50.75,60.0,1,4,2,2527,,0
113014,batch03,45.25,60.0,1,4,4,3010,Potefam3f;Snx25;Dlc1,3
113036,batch04,60.0,60.0,2,4,3,1847,,0
113367,batch04,55.2,56.0,2,5,3,2365,,0
113482,batch03,29.25,28.5,2,4,4,2405,,0
113533,batch03,45.333333333333336,60.0,2,3,2,1571,Rps6ka2,1
113676,batch04,60.0,60.0,1,3,3,1920,Immt,1
113679,batch01,60.0,60.0,1,4,2,2023,Thsd1;Cpne2,2
113681,batch01,50.166666666666664,60.0,3,6,4,3383,Tra2a,1
113814,batch03,60.0,60.0,2,2,2,1955,Eif1ad7,1
113858,batch01,60.0,60.0,1,3,2,1798,,0
113859,batch03,60.0,60.0,1,3,3,1581,Csnk2a2;Mcm5,2
113937,batch04,44.333333333333336,60.0,1,3,2,1439,Vps35,1
113971,batch04,52.625,60.0,1,8,2,4055,4930555F03Rik;Tenm3,2
114025,batch04,51.333333333333336,60.0,2,15,4,5962,Plekha2;Ikbkb;Ank1;Zmat4,4
114041,batch03,57.5,60.0,1,4,2,2542,Zfhx3;D030068K23Rik,2
114103,batch04,57.0,60.0,2,7,2,2567,Maml3;Prkca;5031434O11Rik;C130089K02Rik,4
114154,batch01,60.0,60.0,1,4,2,2659,,0
114211,batch01,60.0,60.0,1,4,3,2218,D030068K23Rik;Stox2,2
114396,batch03,59.166666666666664,60.0,1,6,2,2933,Arpc4;Gm31108,2
114426,batch04,42.888888888888886,60.0,1,9,3,3396,Cldn24;Dctd;Tenm3,3
114748,batch04,60.0,60.0,1,4,3,2387,Copg2;Exoc4;Plxna4,3
114836,batch01,60.0,60.0,2,2,2,1256,,0
114932,batch04,47.25,60.0,2,8,4,3055,Frem3;Gm29895,2
114933,batch01,50.22222222222222,60.0,1,9,3,3399,Abce1;D030068K23Rik;Anapc10;Gypa,4
114936,batch03,52.4,60.0,1,10,4,4002,Nlrc5;Csnk2a2,2
115041,batch04,60.0,60.0,1,2,2,1224,Maml3,1
115271,batch02,58.5,60.0,1,4,3,2290,Vmn2r27;Ntf3;Ano2,3
115552,batch04,52.333333333333336,60.0,1,3,2,1465,Gm10649;Zmat4,2
115840,batch02,49.75,60.0,1,4,2,1664,Cenpp,1
115906,batch04,60.0,60.0,1,2,2,1671,Arhgap10,1
115920,batch01,55.75,60.0,1,4,2,2424,Tnik,1
115954,batch03,60.0,60.0,1,2,2,1577,Marchf1;Frem3,2
115994,batch04,51.0,60.0,1,4,2,2054,,0
116063,batch04,60.0,60.0,1,4,2,2460,Gm16178,1
116152,batch02,60.0,60.0,1,3,2,2265,Mansc1;Lrp6,2
116196,batch03,30.5,30.5,2,2,2,2005,Rsph3b;Rbpms,2
116238,batch01,44.2,60.0,2,5,3,2387,Setdb1;Scnn1a;Plekhg6,3
116252,batch04,51.42857142857143,60.0,2,7,3,2587,Col23a1;Sar1b;Gm12202,3
116344,batch01,60.0,60.0,1,5,2,2104,Tacr1;Mdfic2,2
116567,batch01,52.27272727272727,60.0,1,11,2,3445,,0
116625,batch01,50.625,60.0,2,16,4,3524,D3Ertd751e,1
116643,batch02,60.0,60.0,1,2,2,1688,,0
116719,batch03,59.0,60.0,1,6,4,2250,Arhgap10;Gnao1;Fto;Col4a2;Gm26843,5
116720,batch01,60.0,60.0,1,2,2,1271,Gm31135;Wwox,2
116750,batch03,60.0,60.0,1,3,2,1835,Nrg1,1
117037,batch04,59.375,60.0,2,8,5,4774,,0
117070,batch01,60.0,60.0,1,2,2,3296,Gm7596,1
117081,batch01,60.0,60.0,1,4,2,3002,Erich6,1
117150,batch04,40.333333333333336,49.0,1,6,3,2589,Atn1;Lrrc23;Far2,3
117224,batch04,48.333333333333336,60.0,1,3,2,1455,,0
117225,batch04,59.714285714285715,60.0,1,7,2,2815,Tenm3,1
117273,batch04,44.4,60.0,1,5,2,2389,Erc1;Wnk1,2
117315,batch03,60.0,60.0,1,3,2,2527,Magi1,1
117316,batch03,59.25,60.0,3,4,3,1923,,0
117384,batch01,40.333333333333336,60.0,1,3,2,1601,Marchf1;Smim31;Trim61,3
117634,batch04,60.0,60.0,1,3,2,1667,Igf2bp3,1
117680,batch02,49.45454545454545,60.0,1,11,5,6648,Far2;Ppfibp1;Dennd5b;Caprin2;Sinhcaf,5
117720,batch01,60.0,60.0,1,2,2,1428,,0
117756,batch04,54.0,60.0,1,10,3,3709,Il27ra;Palm3;Dctn6;Gm29243;Tnks,5
117909,batch04,60.0,60.0,1,5,2,3042,Pla2g12a,1
117932,batch04,60.0,60.0,1,3,2,1966,C2cd5;Etnk1,2
118069,batch04,55.2,60.0,2,5,3,1925,Ints3;Trpc4;Ugt1a7c,3
118078,batch01,52.857142857142854,60.0,1,7,3,3255,Itpr2;Gm21814;Ipo8,3
118108,batch01,44.0,60.0,2,6,3,2439,Ubn2;Bpgm,2
118123,batch04,47.0,60.0,1,4,2,2376,Tnip3,1
118210,batch02,29.333333333333332,27.0,1,3,3,2117,Large1,1
118235,batch01,60.0,60.0,1,2,2,1441,Marchf1;Csgalnact1,2
118240,batch01,16.5,16.5,1,2,2,1627,Vmn2r30,1
118278,batch01,56.666666666666664,60.0,1,3,2,1790,Marchf1;D030068K23Rik,2
118388,batch04,46.333333333333336,60.0,1,6,2,2055,Srgap3;Ptpro;Eps8,3
118421,batch01,40.0,55.0,2,9,4,2959,Cdh13,1
118453,batch02,43.666666666666664,54.0,2,6,2,1899,Cenpp,1
118486,batch01,51.888888888888886,60.0,1,9,3,4623,Wdr17;D030068K23Rik;Gpm6a,3
118569,batch04,57.4,60.0,1,10,4,4598,Shq1;Pdzrn3;Gm44196;Gm43950;Gm43948,5
118640,batch04,57.8,60.0,1,5,3,2355,S100a14,1
118846,batch04,60.0,60.0,2,6,2,3346,Gm16675,1
118847,batch04,45.27272727272727,60.0,2,11,4,3587,Dlgap2;9130214F15Rik;Zmat4,3
118879,batch01,53.5,60.0,1,4,2,2126,St6galnac3;Pkn2,2
118904,batch04,59.333333333333336,60.0,2,6,3,2348,Cngb1;Fto,2
118917,batch01,56.666666666666664,60.0,1,3,2,2001,5330439A09Rik,1
119238,batch04,60.0,60.0,2,5,5,2062,Adora3;Gm27021;Cdh13,3
119263,batch04,21.0,21.0,1,2,2,1335,Gm5570,1
119310,batch04,54.0,60.0,1,8,5,4908,Rasa3;Adam5;6820431F20Rik;Adam32;Zmat4,5
119375,batch01,3.4,0.0,1,5,2,3345,Vmn2r-ps44;Gm4073;Vmn2r47;Vmn2r-ps43,4
119399,batch04,55.0,60.0,1,9,3,4422,Wdr17,1
119557,batch03,45.0,60.0,2,4,3,2214,Gpm6a,1
119595,batch02,53.5,57.5,1,6,2,2227,Gm16178,1
119603,batch01,38.5,54.0,1,6,2,2928,Stk38l,1
119615,batch03,49.75,60.0,1,4,3,2309,Gm38875,1
119635,batch01,49.666666666666664,60.0,1,9,5,3209,Slc10a7;Ciapin1;Pard3,3
119808,batch01,41.5,41.5,2,2,2,1280,,0
119948,batch04,60.0,60.0,1,2,2,1360,,0
119972,batch02,55.25,60.0,1,4,2,2096,Gm45341,1
120024,batch04,5.25,0.0,1,4,4,1565,Gm8486,1
120085,batch04,60.0,60.0,1,8,3,3551,Plxna4;Gm43154;Exoc4;Gm13849,4
120214,batch03,60.0,60.0,2,5,3,2177,Csnk2a2,1
120228,batch03,48.8,60.0,2,10,4,4166,Sox5;Lmntd1,2
120234,batch04,44.0,60.0,1,9,4,3016,Clcn3;Smad1;Gm45349;Gm39204,4
120245,batch01,48.666666666666664,60.0,2,6,4,3029,Anapc10;Gm30605;Csnk2a2,3
120311,batch01,57.8,60.0,2,5,4,3102,Slc6a1;Atad5,2
120379,batch04,40.666666666666664,60.0,3,3,3,1892,Bcar3;6030498E09Rik,2
120441,batch01,23.666666666666668,4.0,4,12,5,3908,Fndc3b;Pld1;Inpp4b,3
120493,batch01,60.0,60.0,1,4,3,1779,Rad18,1
120502,batch01,60.0,60.0,1,3,2,1576,Usp38,1
120601,batch02,37.5,37.5,2,2,2,1164,Tnni3k,1
120675,batch03,55.9,60.0,1,10,4,4986,Gm39168;Stox2;Gm16351;Sorbs2;Dus2;Irf2,6
120688,batch01,17.0,17.0,2,4,3,1996,,0
120774,batch04,60.0,60.0,2,3,2,1919,Kdm3a;Gm37229,2
120776,batch01,27.0,13.0,3,5,3,2187,Fndc3b;Bcl2l13,2
121013,batch04,57.111111111111114,60.0,1,9,4,5210,Cacna1a;Glg1;Gm9725;Mast1,4
121134,batch01,24.2,1.0,3,5,4,2353,Vmn2r-ps105;Magi1,2
121251,batch04,40.333333333333336,60.0,2,3,3,1908,,0
121400,batch04,50.18181818181818,60.0,2,11,6,4443,Tacr1;Antxr1;Snd1,3
121476,batch04,60.0,60.0,2,4,3,1953,Adora3;Zfp418,2
121611,batch04,60.0,60.0,2,6,3,2168,Dclk2;Rapgef2;Mgam,3
121653,batch01,60.0,60.0,1,3,2,2978,Gse1,1
121704,batch03,57.8,60.0,2,5,2,1692,,0
121718,batch04,28.5,28.5,1,2,2,1425,,0
121728,batch04,60.0,60.0,1,3,2,1665,Setdb1;4931419H13Rik,2
121820,batch01,44.53333333333333,60.0,3,15,9,5935,Snd1;Lrp6;Dmd;Vegfc;Chm;Lrrc4,6
121838,batch04,51.833333333333336,60.0,1,6,3,2961,Gm45904,1
121940,batch01,60.0,60.0,2,2,2,1449,St6galnac3;Usp38,2
122142,batch03,46.0,60.0,2,5,4,2280,D6Ertd474e;4930428N03Rik;Tmtc1,3
122146,batch01,31.8,38.0,2,10,5,4106,Gm56829,1
122174,batch03,60.0,60.0,1,3,2,2330,Rtbdn;Adgrl1,2
122177,batch03,51.166666666666664,60.0,3,6,4,2161,Csde1;1700001J03Rik;Nhlh2,3
122233,batch04,41.333333333333336,60.0,2,3,3,2830,,0
122262,batch03,36.25,36.5,1,4,2,1893,Rerg,1
122273,batch01,40.333333333333336,60.0,4,12,6,3096,Gm16337;Ednra;Gm11033;4933431K23Rik;Cngb1;Dera,6
122310,batch01,60.0,60.0,1,2,2,1313,,0
122332,batch04,49.0,60.0,2,6,2,2223,Rtbdn;Mast1,2
122523,batch01,55.75,60.0,1,8,2,2987,,0
122567,batch04,38.0,43.0,1,3,2,1281,Gm56794,1
122747,batch04,49.75,60.0,1,4,3,1853,Wwox;Terb1,2
122765,batch03,47.25,60.0,1,4,3,2036,Gm42906;Stard13,2
122766,batch04,25.666666666666668,26.0,2,3,2,1409,Zmat4,1
122785,batch01,53.0,60.0,1,7,4,2715,Gm45524,1
122863,batch03,50.0,60.0,1,4,2,3666,Klra7,1
122893,batch04,55.625,60.0,2,8,2,3613,Creb3l2;Kcnc4,2
123002,batch03,48.75,60.0,1,8,2,3680,Tenm3;Wwc2,2
123033,batch04,45.75,60.0,1,4,2,1468,,0
123223,batch01,45.75,60.0,1,4,3,1594,Lrba;Lrif1,2
123224,batch01,42.666666666666664,60.0,1,3,2,1423,Slc39a1;Nceh1,2
123463,batch01,60.0,60.0,1,3,3,1713,Gm44442,1
123498,batch04,52.93333333333333,60.0,1,15,2,3602,D6Ertd474e;1700126G02Rik;Etnk1;Ssu2,4
123645,batch01,57.833333333333336,60.0,1,6,5,2336,Pcnx2;Gm16163;Cbfa2t3;Crispld2,4
123677,batch01,60.0,60.0,2,3,2,2315,Gm26747,1
123703,batch03,50.0,60.0,2,6,4,3428,1700026F02Rik,1
123826,batch04,60.0,60.0,1,4,2,1781,P3h3;Emg1;Nop2,3
123892,batch04,51.666666666666664,60.0,2,3,2,2354,Stx8;Capza2,2
123905,batch04,60.0,60.0,1,3,2,1780,Mtus1;Slc20a2;Pdgfrl,3
123931,batch04,57.81818181818182,60.0,1,11,5,5190,Marchf8;Snd1,2
123944,batch01,60.0,60.0,1,3,2,1776,Tox3,1
123958,batch01,44.0,56.0,1,4,3,1865,Nup210;Fbln2;Zfp398;D630045J12Rik,4
124052,batch01,40.0,43.0,2,4,3,1807,BC002059,1
124085,batch04,60.0,60.0,1,3,2,1821,Lrig2;Magi3,2
124378,batch01,58.25,60.0,1,4,3,1615,Gm26815;Ccsap,2
124411,batch03,51.22222222222222,60.0,2,9,2,3322,Wnk2;Lrba,2
124442,batch04,60.0,60.0,1,2,2,1181,,0
124507,batch04,51.0,60.0,1,6,2,2951,Gm45083,1
124508,batch04,49.666666666666664,56.5,1,6,2,2834,4930599N23Rik;Tbxas1;Kdm7a;Ubn2,4
124531,batch01,60.0,60.0,1,4,2,2745,Gm35986;Gm37240,2
124543,batch04,38.25,46.0,1,4,2,1680,Copg2;Smo,2
124550,batch01,46.333333333333336,60.0,1,3,2,1730,Foxp1,1
124560,batch04,60.0,60.0,1,9,2,4818,Bms1;Cacna2d4;Cacna1c,3
124579,batch04,56.125,60.0,1,8,5,3018,Syn2;Pparg;Vwf;Cacna1c,4
124583,batch03,50.75,60.0,2,8,2,3376,Gm4876;St7,2
124609,batch01,60.0,60.0,1,3,2,1668,Gm37240,1
124643,batch04,41.666666666666664,60.0,1,3,2,1402,Fnbp1l,1
124668,batch01,60.0,60.0,1,4,3,1704,Wwox;Adamts18,2
124937,batch01,39.714285714285715,60.0,1,7,4,2524,Cotl1;Irf8;Cox4i1;Cdh13,4
125064,batch04,41.0,60.0,1,5,2,2015,Dlc1;5430403N17Rik;Gm45524,3
125134,batch01,41.5,41.5,1,2,2,1195,1700060C16Rik;Dera,2
125193,batch02,60.0,60.0,2,3,2,1761,Sh2d6;Atoh8;Gm36840,3
125233,batch04,60.0,60.0,1,4,2,2398,Snx10;Braf;Mkrn1;Adck2,4
125268,batch01,30.5,30.5,2,2,2,1806,4930555F03Rik;Cyp3a41a,2
125495,batch04,55.75,60.0,2,4,2,1991,Copa;Cdh13,2
125656,batch04,60.0,60.0,1,3,2,1834,Gm30978,1
125766,batch04,48.0,60.0,1,3,2,2132,Wwc2,1
125821,batch01,45.888888888888886,60.0,1,9,4,3760,Tbc1d9;Or10k2,2
125892,batch01,60.0,60.0,1,2,2,1498,Gm32592;Pdzrn3,2
125911,batch04,57.1,60.0,1,10,2,4306,Exoc4;Gm14546,2
125956,batch01,54.57142857142857,60.0,1,7,3,3038,Gm31223;Inpp4b,2
125994,batch01,56.07692307692308,60.0,2,13,6,4743,Chst5;Aak1;Anxa4;1600020E01Rik,4
126041,batch01,60.0,60.0,1,6,2,2713,Zmat4,1
126059,batch01,50.0,60.0,1,5,4,2547,Cdh3;Csnk2a2,2
126076,batch04,51.18181818181818,60.0,2,11,4,4419,Iqsec1;Prkca;Cpne9;Bmp10;Rpusd3;Sec13,6
126364,batch04,51.25,60.0,3,12,4,3450,Cdh13,1
126393,batch04,60.0,60.0,1,2,2,1542,Gm57275,1
126436,batch01,16.4375,1.0,4,32,6,8980,Nrp1,1
126546,batch04,45.25,60.0,2,4,3,3390,Ttc29,1
126587,batch03,54.416666666666664,60.0,2,12,5,4251,Rab43;Gm44127;Dysf;9130221F21Rik,4
126608,batch01,60.0,60.0,1,2,2,1200,Efcc1,1
126720,batch03,60.0,60.0,1,4,2,1852,Ano2,1
126781,batch01,58.46153846153846,60.0,1,13,2,5515,Zfp704;Zbtb10;Mrps28;4930539M17Rik,4
126925,batch04,60.0,60.0,1,4,2,2641,,0
127030,batch01,59.25,60.0,1,8,4,4661,Shq1;Gm20696;St7;Foxp1,4
127046,batch04,48.5,60.0,2,4,3,1996,Plcg2;Wwox,2
127111,batch01,55.8,60.0,1,10,4,4251,Palld;Irf8;Nek1,3
127121,batch01,46.2,60.0,2,5,2,1747,Gm45904;AI662270,2
127155,batch01,53.6,60.0,2,15,4,6576,Mrpl51;Cbfa2t3;D6Wsu163e;Gm29788;Gm26728;Gm43126;Vwf,7
127186,batch01,30.0,30.0,1,2,2,1785,,0
127660,batch01,44.333333333333336,60.0,1,3,2,1758,Chn2;1700030F04Rik,2
127662,batch03,43.9,60.0,2,10,6,2924,Csmd1;Tent4b;Dlgap2;Leat1,4
127715,batch04,38.833333333333336,41.5,1,6,2,1639,Gm15737;9530026P05Rik;Cyp26b1;Adamts9,4
127914,batch01,53.2,60.0,1,5,4,3245,Zfp423;Gm33142;Nrg1;Cox4i1,4
127947,batch04,47.25,60.0,1,4,2,1978,Rmnd5a,1
127956,batch04,35.333333333333336,44.0,1,3,3,1859,Ubn2;Arl6ip5,2
